target_id,target_name,target_family,predictor,availability_status,reason
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cvd_chd_2104,cvd_chd_2104,Coronary artery disease / CHD,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cvd_chd_date_2104,cvd_chd_date_2104,Coronary artery disease / CHD,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_cvd_chd_2104,incident_cvd_chd_2104,Coronary artery disease / CHD,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_cvd_chd_2104,prior_cvd_chd_2104,Coronary artery disease / CHD,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb43216:aggregate_target:dxa_body_composition_derived_phenotypes,DXA/body-composition derived phenotypes,DXA/body-composition phenotypes,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:all_cause_dementia,Date/source of all cause dementia report,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:alzheimer_s_disease,Date/source of alzheimer's disease report,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:frontotemporal_dementia,Date/source of frontotemporal dementia report,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:vascular_dementia,Date/source of vascular dementia report,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:dementia_2104,dementia_2104,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:dementia_2104,dementia_2104,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:dementia_2104,dementia_2104,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:dementia_2104,dementia_2104,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:dementia_2104,dementia_2104,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:dementia_2104,dementia_2104,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:dementia_2104,dementia_2104,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:dementia_2104,dementia_2104,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:dementia_2104,dementia_2104,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:dementia_2104,dementia_2104,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:dementia_date_2104,dementia_date_2104,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_dementia_2104,incident_dementia_2104,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_dementia_2104,prior_dementia_2104,Dementia,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cataract_2104,cataract_2104,Eye disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cataract_2104,cataract_2104,Eye disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
